symbol,date,trade_id,violation_type,remarks
DOGEUSDT,2026-02-02,DOGEUSDT_00001361,chain_layering,Three distinct wallets sequential SELL similar qty within 15m
DOGEUSDT,2026-02-03,DOGEUSDT_00001490,pump_and_dump,"Top-notional trades in severe OHLCV pump minute (>3.5% up, >3.0% reversal)"
DOGEUSDT,2026-02-03,DOGEUSDT_00001805,pump_and_dump,"Top-notional trades in severe OHLCV pump minute (>3.5% up, >3.0% reversal)"
ETHUSDT,2026-01-20,ETHUSDT_00003682,wash_trading,8m rolling net USDT near zero vs gross; both sides; same wallet
ETHUSDT,2026-01-20,ETHUSDT_00003687,wash_trading,8m rolling net USDT near zero vs gross; both sides; same wallet
ETHUSDT,2026-02-16,ETHUSDT_00001545,wash_trading,8m rolling net USDT near zero vs gross; both sides; same wallet
LTCUSDT,2026-01-19,LTCUSDT_00000502,cross_pair_divergence,Top-notional trades in minute with >250 bps 1m divergence vs BTC
LTCUSDT,2026-01-19,LTCUSDT_00000740,cross_pair_divergence,Top-notional trades in minute with >250 bps 1m divergence vs BTC
LTCUSDT,2026-02-06,LTCUSDT_00001101,cross_pair_divergence,Top-notional trades in minute with >250 bps 1m divergence vs BTC
LTCUSDT,2026-02-06,LTCUSDT_00001164,cross_pair_divergence,Top-notional trades in minute with >250 bps 1m divergence vs BTC
SOLUSDT,2026-02-06,SOLUSDT_00000117,cross_pair_divergence,Top-notional trades in minute with >250 bps 1m divergence vs BTC
SOLUSDT,2026-02-06,SOLUSDT_00002170,cross_pair_divergence,Top-notional trades in minute with >250 bps 1m divergence vs BTC
USDCUSDT,2026-01-14,USDCUSDT_00001001,peg_break,abs(price-1.0) > 0.005 per Problem 3 peg-break rule
USDCUSDT,2026-02-02,USDCUSDT_00001010,peg_break,abs(price-1.0) > 0.005 per Problem 3 peg-break rule
USDCUSDT,2026-02-09,USDCUSDT_00001011,peg_break,abs(price-1.0) > 0.005 per Problem 3 peg-break rule
XRPUSDT,2026-01-31,XRPUSDT_00000888,cross_pair_divergence,Top-notional trades in minute with >250 bps 1m divergence vs BTC
XRPUSDT,2026-02-05,XRPUSDT_00002096,pump_and_dump,"Top-notional trades in severe OHLCV pump minute (>3.5% up, >3.0% reversal)"
XRPUSDT,2026-02-06,XRPUSDT_00001050,pump_and_dump,"Top-notional trades in severe OHLCV pump minute (>3.5% up, >3.0% reversal)"
XRPUSDT,2026-02-15,XRPUSDT_00002291,pump_and_dump,"Top-notional trades in severe OHLCV pump minute (>3.5% up, >3.0% reversal)"
